Year_period,NDVI
2000_seasonMax,910
2001_seasonMax,1240
2002_seasonMax,1021
2003_seasonMax,895
2004_seasonMax,1246
2005_seasonMax,2333
2006_seasonMax,1164
2007_seasonMax,1192
2008_seasonMax,1227
2009_seasonMax,2607
2010_seasonMax,2374
2011_seasonMax,2286
2012_seasonMax,1226
2013_seasonMax,1686
2014_seasonMax,1701
2015_seasonMax,2457
2016_seasonMax,2283
2017_seasonMax,2592
2018_seasonMax,2887
2019_seasonMax,1787
2020_seasonMax,2225
