Year_period,NDVI
2000_seasonMax,2439
2001_seasonMax,2423
2002_seasonMax,2419
2003_seasonMax,1902
2004_seasonMax,2815
2005_seasonMax,3106
2006_seasonMax,3099
2007_seasonMax,1806
2008_seasonMax,3137
2009_seasonMax,4532
2010_seasonMax,3443
2011_seasonMax,4710
2012_seasonMax,2099
2013_seasonMax,3379
2014_seasonMax,4123
2015_seasonMax,3032
2016_seasonMax,3053
2017_seasonMax,3838
2018_seasonMax,4501
2019_seasonMax,4209
2020_seasonMax,4679
