Year_period,NDVI
2000_seasonMax,1171
2001_seasonMax,1399
2002_seasonMax,1751
2003_seasonMax,1267
2004_seasonMax,2201
2005_seasonMax,2748
2006_seasonMax,2163
2007_seasonMax,1928
2008_seasonMax,2722
2009_seasonMax,3037
2010_seasonMax,2905
2011_seasonMax,3166
2012_seasonMax,1586
2013_seasonMax,2493
2014_seasonMax,1613
2015_seasonMax,2367
2016_seasonMax,2367
2017_seasonMax,2777
2018_seasonMax,3103
2019_seasonMax,1397
2020_seasonMax,2943
