Year_period,NDVI
2000_seasonMax,7073
2001_seasonMax,7213
2002_seasonMax,7212
2003_seasonMax,6922
2004_seasonMax,6849
2005_seasonMax,7219
2006_seasonMax,7246
2007_seasonMax,7076
2008_seasonMax,7234
2009_seasonMax,7217
2010_seasonMax,7152
2011_seasonMax,7092
2012_seasonMax,7115
2013_seasonMax,7315
2014_seasonMax,7371
2015_seasonMax,7320
2016_seasonMax,7294
2017_seasonMax,7359
2018_seasonMax,7352
2019_seasonMax,7337
2020_seasonMax,7379
