Year_period,NDVI
2000_seasonMax,277
2001_seasonMax,310
2002_seasonMax,291
2003_seasonMax,262
2004_seasonMax,347
2005_seasonMax,391
2006_seasonMax,353
2007_seasonMax,274
2008_seasonMax,325
2009_seasonMax,551
2010_seasonMax,426
2011_seasonMax,850
2012_seasonMax,232
2013_seasonMax,380
2014_seasonMax,446
2015_seasonMax,405
2016_seasonMax,380
2017_seasonMax,487
2018_seasonMax,608
2019_seasonMax,488
2020_seasonMax,509
