Year_period,NDVI
2000_seasonMax,1074
2001_seasonMax,1188
2002_seasonMax,1044
2003_seasonMax,1020
2004_seasonMax,1539
2005_seasonMax,1548
2006_seasonMax,1242
2007_seasonMax,1025
2008_seasonMax,1336
2009_seasonMax,1958
2010_seasonMax,1404
2011_seasonMax,2743
2012_seasonMax,880
2013_seasonMax,1847
2014_seasonMax,1814
2015_seasonMax,1716
2016_seasonMax,1367
2017_seasonMax,2338
2018_seasonMax,2536
2019_seasonMax,2010
2020_seasonMax,2301
