Year_period,NDVI
2000_seasonMax,5221
2001_seasonMax,5174
2002_seasonMax,4538
2003_seasonMax,4889
2004_seasonMax,6251
2005_seasonMax,7003
2006_seasonMax,7252
2007_seasonMax,6569
2008_seasonMax,7711
2009_seasonMax,8691
2010_seasonMax,8278
2011_seasonMax,9148
2012_seasonMax,5699
2013_seasonMax,6311
2014_seasonMax,5648
2015_seasonMax,6470
2016_seasonMax,6622
2017_seasonMax,8548
2018_seasonMax,8832
2019_seasonMax,5601
2020_seasonMax,8019
