Year_period,NDVI
2000_seasonMax,0
2001_seasonMax,12
2002_seasonMax,17
2003_seasonMax,5
2004_seasonMax,34
2005_seasonMax,64
2006_seasonMax,0
2007_seasonMax,0
2008_seasonMax,27
2009_seasonMax,35
2010_seasonMax,18
2011_seasonMax,23
2012_seasonMax,0
2013_seasonMax,12
2014_seasonMax,7
2015_seasonMax,11
2016_seasonMax,40
2017_seasonMax,54
2018_seasonMax,82
2019_seasonMax,3
2020_seasonMax,37
