Year_period,NDVI
2000_seasonMax,57
2001_seasonMax,25
2002_seasonMax,87
2003_seasonMax,35
2004_seasonMax,44
2005_seasonMax,83
2006_seasonMax,61
2007_seasonMax,44
2008_seasonMax,84
2009_seasonMax,97
2010_seasonMax,79
2011_seasonMax,96
2012_seasonMax,65
2013_seasonMax,145
2014_seasonMax,113
2015_seasonMax,109
2016_seasonMax,106
2017_seasonMax,108
2018_seasonMax,326
2019_seasonMax,49
2020_seasonMax,181
