Year_period,NDVI
2000_seasonMax,51
2001_seasonMax,33
2002_seasonMax,35
2003_seasonMax,18
2004_seasonMax,32
2005_seasonMax,56
2006_seasonMax,24
2007_seasonMax,19
2008_seasonMax,32
2009_seasonMax,16
2010_seasonMax,19
2011_seasonMax,54
2012_seasonMax,14
2013_seasonMax,73
2014_seasonMax,0
2015_seasonMax,136
2016_seasonMax,79
2017_seasonMax,58
2018_seasonMax,77
2019_seasonMax,69
2020_seasonMax,107
