Year_period,NDVI
2000_seasonMax,9
2001_seasonMax,11
2002_seasonMax,10
2003_seasonMax,13
2004_seasonMax,36
2005_seasonMax,409
2006_seasonMax,24
2007_seasonMax,28
2008_seasonMax,41
2009_seasonMax,53
2010_seasonMax,44
2011_seasonMax,46
2012_seasonMax,14
2013_seasonMax,69
2014_seasonMax,24
2015_seasonMax,62
2016_seasonMax,46
2017_seasonMax,59
2018_seasonMax,247
2019_seasonMax,183
2020_seasonMax,119
