Year_period,NDVI
2000_seasonMax,30
2001_seasonMax,96
2002_seasonMax,60
2003_seasonMax,2
2004_seasonMax,61
2005_seasonMax,285
2006_seasonMax,70
2007_seasonMax,76
2008_seasonMax,299
2009_seasonMax,66
2010_seasonMax,202
2011_seasonMax,582
2012_seasonMax,25
2013_seasonMax,226
2014_seasonMax,15
2015_seasonMax,122
2016_seasonMax,128
2017_seasonMax,107
2018_seasonMax,681
2019_seasonMax,29
2020_seasonMax,555
