Year_period,NDVI
2000_seasonMax,0
2001_seasonMax,4
2002_seasonMax,7
2003_seasonMax,0
2004_seasonMax,10
2005_seasonMax,304
2006_seasonMax,19
2007_seasonMax,7
2008_seasonMax,98
2009_seasonMax,5
2010_seasonMax,260
2011_seasonMax,1205
2012_seasonMax,1
2013_seasonMax,25
2014_seasonMax,6
2015_seasonMax,21
2016_seasonMax,6
2017_seasonMax,218
2018_seasonMax,20
2019_seasonMax,5
2020_seasonMax,675
