Year_period,NDVI
2000_seasonMax,0
2001_seasonMax,0
2002_seasonMax,0
2003_seasonMax,0
2004_seasonMax,0
2005_seasonMax,0
2006_seasonMax,0
2007_seasonMax,0
2008_seasonMax,0
2009_seasonMax,0
2010_seasonMax,0
2011_seasonMax,0
2012_seasonMax,498
2013_seasonMax,382
2014_seasonMax,24
2015_seasonMax,354
2016_seasonMax,5
2017_seasonMax,483
2018_seasonMax,621
2019_seasonMax,450
2020_seasonMax,625
