Year_period,NDVI
2000_seasonMax,3
2001_seasonMax,7
2002_seasonMax,13
2003_seasonMax,10
2004_seasonMax,14
2005_seasonMax,17
2006_seasonMax,14
2007_seasonMax,10
2008_seasonMax,50
2009_seasonMax,21
2010_seasonMax,30
2011_seasonMax,17
2012_seasonMax,9
2013_seasonMax,119
2014_seasonMax,4
2015_seasonMax,17
2016_seasonMax,11
2017_seasonMax,7
2018_seasonMax,195
2019_seasonMax,12
2020_seasonMax,11
