Year_period,NDVI
2000_seasonMax,13
2001_seasonMax,24
2002_seasonMax,19
2003_seasonMax,26
2004_seasonMax,21
2005_seasonMax,22
2006_seasonMax,26
2007_seasonMax,20
2008_seasonMax,27
2009_seasonMax,19
2010_seasonMax,23
2011_seasonMax,22
2012_seasonMax,23
2013_seasonMax,37
2014_seasonMax,33
2015_seasonMax,47
2016_seasonMax,37
2017_seasonMax,27
2018_seasonMax,45
2019_seasonMax,34
2020_seasonMax,42
