Year_period,NDVI
2000_seasonMax,6
2001_seasonMax,21
2002_seasonMax,16
2003_seasonMax,9
2004_seasonMax,2
2005_seasonMax,11
2006_seasonMax,5
2007_seasonMax,2
2008_seasonMax,7
2009_seasonMax,0
2010_seasonMax,2
2011_seasonMax,0
2012_seasonMax,4
2013_seasonMax,44
2014_seasonMax,29
2015_seasonMax,76
2016_seasonMax,49
2017_seasonMax,61
2018_seasonMax,62
2019_seasonMax,81
2020_seasonMax,59
