Year_period,NDVI
2000_seasonMax,15
2001_seasonMax,20
2002_seasonMax,24
2003_seasonMax,18
2004_seasonMax,20
2005_seasonMax,18
2006_seasonMax,18
2007_seasonMax,22
2008_seasonMax,51
2009_seasonMax,134
2010_seasonMax,71
2011_seasonMax,41
2012_seasonMax,19
2013_seasonMax,71
2014_seasonMax,103
2015_seasonMax,95
2016_seasonMax,71
2017_seasonMax,125
2018_seasonMax,136
2019_seasonMax,31
2020_seasonMax,69
