Year_period,NDVI
2000_seasonMax,393
2001_seasonMax,720
2002_seasonMax,694
2003_seasonMax,474
2004_seasonMax,511
2005_seasonMax,620
2006_seasonMax,419
2007_seasonMax,368
2008_seasonMax,825
2009_seasonMax,1196
2010_seasonMax,1419
2011_seasonMax,1503
2012_seasonMax,354
2013_seasonMax,889
2014_seasonMax,1628
2015_seasonMax,845
2016_seasonMax,1259
2017_seasonMax,1726
2018_seasonMax,1536
2019_seasonMax,1355
2020_seasonMax,1784
