Year_period,NDVI
2000_seasonMax,167
2001_seasonMax,706
2002_seasonMax,515
2003_seasonMax,91
2004_seasonMax,1189
2005_seasonMax,1184
2006_seasonMax,259
2007_seasonMax,1029
2008_seasonMax,1507
2009_seasonMax,2066
2010_seasonMax,1890
2011_seasonMax,1076
2012_seasonMax,97
2013_seasonMax,1100
2014_seasonMax,876
2015_seasonMax,1284
2016_seasonMax,1055
2017_seasonMax,1380
2018_seasonMax,1938
2019_seasonMax,1132
2020_seasonMax,1436
