Year_period,NDVI
2000_seasonMax,2093
2001_seasonMax,2151
2002_seasonMax,2316
2003_seasonMax,1852
2004_seasonMax,2601
2005_seasonMax,2402
2006_seasonMax,2173
2007_seasonMax,1959
2008_seasonMax,2550
2009_seasonMax,2549
2010_seasonMax,2570
2011_seasonMax,2450
2012_seasonMax,1809
2013_seasonMax,2444
2014_seasonMax,2586
2015_seasonMax,2333
2016_seasonMax,2446
2017_seasonMax,2465
2018_seasonMax,2584
2019_seasonMax,2418
2020_seasonMax,2684
