Year_period,NDVI
2000_seasonMax,82
2001_seasonMax,120
2002_seasonMax,109
2003_seasonMax,126
2004_seasonMax,140
2005_seasonMax,110
2006_seasonMax,120
2007_seasonMax,146
2008_seasonMax,190
2009_seasonMax,157
2010_seasonMax,169
2011_seasonMax,157
2012_seasonMax,95
2013_seasonMax,145
2014_seasonMax,159
2015_seasonMax,184
2016_seasonMax,152
2017_seasonMax,182
2018_seasonMax,183
2019_seasonMax,155
2020_seasonMax,157
