Year_period,NDVI
2000_seasonMax,1051
2001_seasonMax,1088
2002_seasonMax,1117
2003_seasonMax,987
2004_seasonMax,1163
2005_seasonMax,1117
2006_seasonMax,1073
2007_seasonMax,1046
2008_seasonMax,1157
2009_seasonMax,1161
2010_seasonMax,1161
2011_seasonMax,1162
2012_seasonMax,1061
2013_seasonMax,1111
2014_seasonMax,1141
2015_seasonMax,1110
2016_seasonMax,1135
2017_seasonMax,1144
2018_seasonMax,1158
2019_seasonMax,1114
2020_seasonMax,1166
