Year_period,NDVI
2000_seasonMax,236
2001_seasonMax,280
2002_seasonMax,230
2003_seasonMax,253
2004_seasonMax,297
2005_seasonMax,319
2006_seasonMax,284
2007_seasonMax,426
2008_seasonMax,488
2009_seasonMax,638
2010_seasonMax,298
2011_seasonMax,310
2012_seasonMax,198
2013_seasonMax,495
2014_seasonMax,357
2015_seasonMax,411
2016_seasonMax,514
2017_seasonMax,649
2018_seasonMax,669
2019_seasonMax,321
2020_seasonMax,582
