Year_period,NDVI
2000_seasonMax,677
2001_seasonMax,908
2002_seasonMax,1075
2003_seasonMax,881
2004_seasonMax,1085
2005_seasonMax,903
2006_seasonMax,1034
2007_seasonMax,927
2008_seasonMax,1391
2009_seasonMax,1526
2010_seasonMax,1512
2011_seasonMax,1245
2012_seasonMax,785
2013_seasonMax,1178
2014_seasonMax,1193
2015_seasonMax,1102
2016_seasonMax,1341
2017_seasonMax,1525
2018_seasonMax,1496
2019_seasonMax,836
2020_seasonMax,1366
