ALLOT_NAME,ALLOT_NO,PAST_NAME,PAST_NO,herb,upland,water,woody
Muleshoe,00360,Lower Cow Creek,08,0.22482132611132669,0.011371067160148492,0.047466809,0.716340798
Muleshoe,00360,Upper Pattee,14,0.34988712714978726,0.010157083837681281,0.12484040496775758,0.5151153840447739
Muleshoe,00360,Rattlesnake,02,0.3189641605022343,0.017871215,0.061418836916893656,0.6017457875881784
Muleshoe,00360,Tendoy Spring,01,0.18313598584715537,0.012576170604141384,0.008906494,0.79538135
Muleshoe,00360,Great White Sharkey,05,0.30845121070806353,0.022116798,0.052289095457374465,0.6171428956725306
Muleshoe,00360,Sharkey Flats,06,0.3546600591030571,0.018160005513025983,0.054637193,0.5725427423687495
Muleshoe,00360,Buffalo Basin,17,0.4193720698867822,0.030591239636090735,0.021960066,0.5280766241079448
Muleshoe,00360,Agency Riparian,16,0.23889271199373982,0.010376670431727622,0.038839491308699216,0.7118911262658332
Muleshoe,00360,Lower Warm Springs,11,0.2868256470252043,0.013744633383855169,0.013988676625966852,0.6854410429649738
Muleshoe,00360,Lower Pattee,12,0.20349774015257244,0.013111709611856388,0.013399081225797102,0.7699914690097741
Muleshoe,00360,Copper Queen,04,0.38794227493940003,0.023847533,0.1503441098637548,0.43786608230429713
Muleshoe,00360,Middle Warm Springs,15,0.16575236167274957,0.007677123,0.017854567095776347,0.8087159479914875
Muleshoe,00360,Middle Pattee,13,0.20153933152693967,0.017542675603002423,0.016294098969085315,0.7646238939009726
Muleshoe,00360,Gould Basin,03,0.3055436237040312,0.013001401345031605,0.065885179,0.6155697958620332
Muleshoe,00360,Railroad Tanker,10,0.3605813669032345,0.022628460217061778,0.097947139,0.5188430333905403
Muleshoe,00360,Pattee Riparian,09,0.2283951958976032,0.016859578554462747,0.043116064030807234,0.7116291615171269
Muleshoe,00360,Upper Cow Creek,07,0.3504890935311726,0.007688822,0.022545155345067614,0.6192769296118454
Muleshoe,00360,Lewis and Clark,18,0.43866950565900503,0.011772025865920552,0.078607096,0.47095137286467503
Two Dot,00431,Deer Park,03,0.36463082624675636,0.022483671521673267,0.086800401,0.5260851013300935
Two Dot,00431,State Section,01,,,,
Two Dot,00431,Lee Creek,04,0.2983970516273645,0.007692912,0.017066215841083945,0.6768438207801593
Two Dot,00431,Leadore Hill East,02,0.4941432403893002,0.013030596516456485,0.024964136004628504,0.4678620270896147
Tower Creek,06101,Tower Creek,01,0.3723073853742865,0.049957465365650974,0.018915189,0.55881996
Badger Springs,06102,Lower,02,0.3495934785147515,0.067698109,0.031858008,0.5508504048420837
Badger Springs,06102,East,04,0.2450212720080579,0.007650321,0.013787606646517887,0.7335408005316515
Badger Springs,06102,Goldstar,03,0.29830503411249504,0.043814876,0.021922374587061914,0.6359577157538703
Badger Springs,06102,Upper,01,0.3125518962230083,0.028230122330355937,0.014989576354620865,0.6442284050920147
Diamond Moose,06103,Bob Moore Creek,01,0.21240617842350598,0.018270756137578573,0.027761181848470266,0.7415618835904453
Diamond Moose,06103,Bird Creek,03,0.1965917802715291,0.018152359671824582,0.024080928336517347,0.7611749317201291
Diamond Moose,06103,Deriar Creek,02,0.3451742246087623,0.036346274695557436,0.010837383265922058,0.6076421174297583
Diamond Creek,06104,Diamond Creek,01,0.17323478089654748,0.016876027810286517,0.015958341334301775,0.7939308499588642
Freeman Creek,06105,Big Draw/Deer Spring,01,0.2172053026081144,0.003731477,0.008435355,0.7706278652438717
Freeman Creek,06105,Basin,03,0.22427639022453086,0.015265495,0.023478255356243472,0.7369798592951343
Freeman Creek,06105,Short Canyon,04,0.24920682399605487,0.013260467920090944,0.036236276,0.7012964316319065
Freeman Creek,06105,Middle Ridge,02,0.22307913124260398,0.008688368,0.026044968,0.7421875334450144
South Carmen Creek,06106,South Cottonwood,08,0.2069699565991586,0.062198223,0.054187344259483614,0.6766444757247667
South Carmen Creek,06106,Pond Basin,06,0.3250072375585635,0.013725860765189234,0.047663478,0.6136034239668965
South Carmen Creek,06106,Barrel Spring,05,0.3524260051380642,0.016538311985796004,0.027986112782815036,0.6030495700933246
South Carmen Creek,06106,North Cottonwood,04,0.27135630611355027,0.039472099,0.011360062203275659,0.6778115327140908
South Carmen Creek,06106,Broad Gulch,02,0.23093766287780024,0.006518616,0.009554014,0.7529897072593504
South Carmen Creek,06106,North Shearing Pen,07,0.21661660433206267,0.038065564,0.03148049,0.7138373417850856
South Carmen Creek,06106,Shearing Pen,03,0.27750398800565995,0.07497285,0.03750005,0.6100231118653295
South Carmen Creek,06106,Seeding,01,0.3862910924169202,0.047100909,0.028068631545452735,0.5385393671817513
Fenster Creek,06108,Fenster Creek,01,0.2141615095485774,0.014876461183458384,0.010273822932617856,0.7606882063353464
Kirtley Creek,06109,Upper Kirtley Creek,02,0.2548750307595654,0.010801555302625433,0.037604929056057654,0.6967184848817515
Kirtley Creek,06109,Lower,01,0.2528107242220914,0.024139653261913266,0.019931217409720765,0.7031184051062745
Geertson Creek,06110,Geertson Creek (B),02,0.2939817955230239,0.11723693689430155,0.079558087,0.509223181
Geertson Creek,06110,Gary Creek (E),05,0.30067359591043474,0.025012948,0.042523179262635026,0.6317902766047883
