ALLOT_NAME,ALLOT_NO,PAST_NAME,PAST_NO,herb,upland,water,woody
Muleshoe,00360,Lower Cow Creek,08,0.10012901312416171,0.032046997,0.034877271,0.8329467185350131
Muleshoe,00360,Upper Pattee,14,0.11574690076492723,0.098262416,0.022250032616349467,0.7637406505480532
Muleshoe,00360,Rattlesnake,02,0.14470214985602553,0.093631881,0.005667902,0.7559980674275166
Muleshoe,00360,Tendoy Spring,01,0.094421949,0.046639574,0.001123456,0.8578150211252433
Muleshoe,00360,Great White Sharkey,05,0.021623211443560438,0.026192595,0.12005651357211133,0.8321276796931656
Muleshoe,00360,Sharkey Flats,06,0.031226807,0.021313328124875245,0.12981816897072274,0.8176416959606967
Muleshoe,00360,Buffalo Basin,17,0.096485011,0.10039975185250297,0.20266805063771492,0.6004471863440747
Muleshoe,00360,Agency Riparian,16,0.065258898,0.021328316951816396,0.025804623,0.8876081621930011
Muleshoe,00360,Lower Warm Springs,11,0.10156838505538504,0.031954156550274074,0.003374555,0.8631029035347517
Muleshoe,00360,Lower Pattee,12,0.051087262,0.012589300665237654,0.004852545,0.9314708929166745
Muleshoe,00360,Copper Queen,04,0.045189162,0.045783804,0.1625098941748108,0.7465171392694249
Muleshoe,00360,Middle Warm Springs,15,0.11532067738494084,0.057086183,0.012016568395848935,0.8155765716504766
Muleshoe,00360,Middle Pattee,13,0.1241614662346923,0.076462794,0.019644008,0.7797317318404258
Muleshoe,00360,Gould Basin,03,0.088509182,0.026150279987424935,0.093892904,0.7914476349321282
Muleshoe,00360,Railroad Tanker,10,0.048022321,0.080042727,0.25566554210855785,0.6162694095845165
Muleshoe,00360,Pattee Riparian,09,0.12749476691814474,0.091469083,0.07100416,0.7100319892390095
Muleshoe,00360,Upper Cow Creek,07,0.1915163559428172,0.024753666,0.004982383,0.7787475953300594
Muleshoe,00360,Lewis and Clark,18,0.069844329,0.001830328,0.044460501,0.8838648416498498
Two Dot,00431,Deer Park,03,0.054174224424096695,0.027817304213020255,0.018810457234082267,0.8991980141288007
Two Dot,00431,State Section,01,,,,
Two Dot,00431,Lee Creek,04,0.16040049158868908,0.019133947729662527,0.001490159,0.8189754012080028
Two Dot,00431,Leadore Hill East,02,,,,
Tower Creek,06101,Tower Creek,01,0.1364333101976809,0.24598639886199178,0.12756785457742678,0.49001243636290054
Badger Springs,06102,Lower,02,0.1202027581507143,0.33119836079740306,0.1766800786621684,0.3719188023897142
Badger Springs,06102,East,04,0.088892728,0.033137909,0.06417552,0.8137938438979742
Badger Springs,06102,Goldstar,03,0.118526493,0.2432815360869323,0.13519552632419912,0.5029964442684326
Badger Springs,06102,Upper,01,0.10224523119701985,0.271088276,0.082873885,0.5437926074329318
Diamond Moose,06103,Bob Moore Creek,01,0.12319683266727857,0.12959625928471316,0.039505323,0.7077015854297773
Diamond Moose,06103,Bird Creek,03,0.15386643930719116,0.12438866860431194,0.075140967,0.6466039253975263
Diamond Moose,06103,Deriar Creek,02,0.20157664176750748,0.18877032621757653,0.009823507,0.5998295252657934
Diamond Creek,06104,Diamond Creek,01,0.1974872433909732,0.23321578007583788,0.007174687,0.56212229
Freeman Creek,06105,Big Draw/Deer Spring,01,0.072917369,0.00979334,0.025375737,0.8919135542126694
Freeman Creek,06105,Basin,03,0.091246783,0.026345725343687693,0.052425580549229835,0.8299819108179363
Freeman Creek,06105,Short Canyon,04,0.079440323,0.022781186595798503,0.042759222976272576,0.8550192671582139
Freeman Creek,06105,Middle Ridge,02,0.057571059015556945,0.033962726,0.061587704,0.8468785107546474
South Carmen Creek,06106,South Cottonwood,08,0.11733506165028953,0.24953685386029054,0.050344179,0.5827839058103117
South Carmen Creek,06106,Pond Basin,06,0.14668377070927427,0.026556413498718425,0.056321904,0.7704379117682865
South Carmen Creek,06106,Barrel Spring,05,0.1157097142094923,0.14251649297322122,0.098615599,0.6431581940774149
South Carmen Creek,06106,North Cottonwood,04,0.1077292127115526,0.16492440240281062,0.028383493450395755,0.698962891
South Carmen Creek,06106,Broad Gulch,02,0.077585607,0.032539256082843075,0.16734249061964576,0.7225326462628212
South Carmen Creek,06106,North Shearing Pen,07,0.052486876,0.17226222396586227,0.1482141906769124,0.6270367097536499
South Carmen Creek,06106,Shearing Pen,03,0.046565881,0.28592899949927303,0.3095999142798544,0.35790520503528694
South Carmen Creek,06106,Seeding,01,0.073334674,0.816510707,0.090967737,0.019186881334063998
Fenster Creek,06108,Fenster Creek,01,0.14528487918218427,0.16404027393324241,0.016173413869950373,0.674501433
Kirtley Creek,06109,Upper Kirtley Creek,02,0.064692413,0.065682004,0.027977989112598353,0.8416475932161416
Kirtley Creek,06109,Lower,01,0.058077225,0.13060158960525875,0.024427252869647146,0.7868939326068807
Geertson Creek,06110,Geertson Creek (B),02,0.07734801,0.6446344245749184,0.13825363369863855,0.13976393191680794
Geertson Creek,06110,Gary Creek (E),05,0.066819827,0.068387588,0.054364435,0.81042815
Geertson Creek,06110,Seeding (A),01,,,,
Geertson Creek,06110,Kirtley Creek (C),03,0.11902570574432453,0.41232359390970125,0.050814551073192035,0.41783614927278223
Geertson Creek,06110,D Bolton,04,0.078806003,0.078147223,0.050506074,0.7925407000348166
Chipps Creek,06112,Chipps Creek,01,0.17378148250178946,0.28649805199595213,0.049957617,0.4897628484166998
Bohannon Creek,06113,Middle,02,0.099881044,0.045623771,0.06849961,0.7859955758347753
Bohannon Creek,06113,North,01,0.097419102,0.16311039179062783,0.039566110449453434,0.6999043957634342
Bohannon Creek,06113,South,03,0.061726516,0.065380686,0.058863516,0.8140292814651745
Wimpey Coal Mine,06114,McMurdie,02,0.031321317543891176,0.7783607971392118,0.009164585,0.18115330014914915
Wimpey Coal Mine,06114,Lower,04,,,,
Wimpey Coal Mine,06114,Upper,03,0.042493532,0.045575218,0.097030075,0.8149011744598972
Wimpey Coal Mine,06114,England,05,0.020990210843373495,,,0.9790097891566265
Wimpey Coal Mine,06114,Coal Mine,01,0.4879047411038049,0.16731252870646665,0.001023797,0.34375893313119776
Hot Springs,06116,Reservoir,02,0.2501140190764011,0.2221525028541707,0.00266652,0.5250669585029667
Hot Springs,06116,Hot Springs,03,0.18471150461728772,0.25742223639732553,0.014415903,0.5434503557619088
Hot Springs,06116,Seven Mile,04,0.19111544035301983,0.205820435,0.020812049743724366,0.5822520753150318
Hot Springs,06116,Seven Mile ACEC,05,0.19112939813242594,0.19911685063396134,0.023249563295714835,0.5865041879378978
Hot Springs,06116,Clark Spring,01,0.22341165968678847,0.2035113660753095,0.011677770120223613,0.5613992041176783
Perreau Creek,06117,Perreau Creek,01,0.054696851,0.07758744,0.010859986925737352,0.8568557227508312
Joe Moore,06118,Joe Moore,01,0.032815921533853355,0.15347845184819278,0.018180454131826448,0.7955251724861274
Joe Moore,06118,Upper Basco,02,0.074407613,0.074732142,0.058873640455202145,0.7919866049828792
East Fork Wimpey Creek,06119,East Fork Wimpey Creek,01,0.029909250330095147,0.042027095,0.10295392984759628,0.8251097251309537
Pratt Creek,06120,North Turnout,01,0.020526668,0.3277572603028229,0.023806121144198143,0.6279099504321206
Pratt Creek,06120,Pratt Creek,05,0.043600309603995135,0.037253053501434624,0.094155493,0.8249911440538444
Pratt Creek,06120,W. Sandy,04,0.024571869537581306,0.073406879,0.10316868729014468,0.7988525640956449
Pratt Creek,06120,Lower,02,0.1198689991636054,0.21155517925153727,0.001023371,0.6675524510474041
Pratt Creek,06120,Middle,03,0.025250569053063863,0.26405123334624425,0.15423593019615747,0.5564622674045342
Pronghorn,06121,Pronghorn,01,0.053253616,0.098727141,0.098654049,0.7493651936416057
County Road,06122,County Road,01,0.392126608,0.21618174968039092,,0.3916916427488932
Baker Creek,06123,High Range,04,0.081653456,0.040121862,0.030821388250176773,0.8474032934094347
Baker Creek,06123,New Seeding,02,0.039992167,0.3579863830812798,0.027776104,0.5742453455443755
Baker Creek,06123,Middle Range,03,0.026152264046460164,0.095679494,0.011378147,0.8667900954599426
Baker Creek,06123,Low Range,01,0.06144111,0.053548255,8.224478684492873E-4,0.8841881864795241
Williams Creek,06124,Williams Creek,01,0.12242270376213837,0.1944618474108992,0.046602473,0.6365129760576113
Henry Creek,06125,Henry Creek,01,0.1182372634381725,0.14431063407425543,0.039505525,0.6979465774058872
Lake Creek,06126,Lake Creek,01,0.14464969882742418,0.22086495361791478,0.046621831,0.5878635165271268
Ten Mile,06127,Ten Mile,01,0.062181201,0.063829375,0.073218111,0.8007713131615543
Wimpey Creek,06128,W. Side Wimpey Creek,01,0.053124014,0.039182068663118304,0.047966352,0.8597275657122886
Wimpey Creek,06128,E. Side Wimpey Creek,02,0.048757288,0.018820573606392794,0.11824924995604646,0.8141728886758962
Dummy Creek,06129,Dummy Creek,01,0.087618628,0.067290652,0.12384946605126994,0.7212412535779981
Haynes Creek,06201,Cheney Creek,07,0.082572106,0.029287195163905523,0.081487205,0.8066534942511085
Haynes Creek,06201,K Mountain,06,0.048948148427551276,0.031313213817341874,0.080659982,0.8390786562071103
Haynes Creek,06201,Price Creek,04,0.12061813623898313,0.2277983213164296,0.015321342761927556,0.6362621996826597
Haynes Creek,06201,Kadletz Creek,02,0.19217450516676723,0.1935099682696601,0.012399249674752609,0.601916277
Haynes Creek,06201,Withington Creek,03,0.1344789588557613,0.067130368,0.006521536,0.7918691372659379
Haynes Creek,06201,Upper Grade Creek,05,0.1221991418034825,0.077398109,8.5332881836604E-4,0.7995494203734371
Haynes Creek,06201,Haynes Creek,01,0.074709976,0.036946271120703325,0.004806164,0.8835375887211603
Haynes Creek,06201,Lower Grade Creek,08,0.062990132,0.092020219,0.033337424,0.8116522238603552
Lower Basin,06202,Lower Basin,03,0.20301251438530815,0.3951202749795106,4.273947671269647E-4,0.4014398158680541
Lower Basin,06202,Seeding,05,0.2578105305303329,0.040410737147009254,4.111943729085004E-4,0.7013675379497493
Lower Basin,06202,Baldy Basin/Spray,04,0.13278538940679374,0.074254127,0.067347406,0.7256130777556977
Lower Basin,06202,Native,01,0.19185408398939865,0.10186770333836957,0.018226468,0.6880517442168967
Lower Basin,06202,Grade Creek,02,0.12995532995264533,0.1258563343715516,0.002515661,0.7416726743135763
Baldy Basin,06203,Baldy Basin,04,0.11458650785239624,0.12749228571261578,0.078638289,0.6792829173984336
Baldy Basin,06203,Maybe Seeding,02,,,,
Baldy Basin,06203,South Baldy,06,0.3466657425142394,0.029773203931854675,0.04336865,0.5801924038362619
Baldy Basin,06203,Cherry Spring,03,0.068683132,0.065686279,0.053000637625783296,0.812629951
Baldy Basin,06203,Lower Cherry Springs,07,0.066330356,0.0924667,0.009768658,0.8314342858530979
Baldy Basin,06203,Baldy Seeding,01,0.15784616424011083,0.091314394,5.168395095091715E-4,0.750322602
Baldy Basin,06203,McDevitt,05,0.1246722268790511,0.051047672,0.049712597,0.7745675036353054
McDevitt Creek,06204,Upper McDevitt,07,0.078794413,0.041677118328444014,0.042022718,0.8375057513028973
McDevitt Creek,06204,Upper Muddy,03,0.1048564854601629,0.071342934,0.016967347788207687,0.8068332331678169
McDevitt Creek,06204,Lower Muddy,01,0.065771379,0.040588005206078165,0.002288834,0.8913517820853907
McDevitt Creek,06204,Dipping Vat,06,0.15583471794109666,0.009871586,0.025316194,0.808977502
McDevitt Creek,06204,McDevitt Riparian,05,0.13175842703581594,0.012688386294464529,3.095030793125101E-5,0.8555222363617883
McDevitt Creek,06204,Middle Muddy,02,0.031808283,0.044214367977769356,0.003978377,0.9199989717106622
McDevitt Creek,06204,North McDevitt,04,0.32900877710058224,0.10217994408181148,,0.5688112788176063
Grouse Creek,06205,McNutt,08,0.10189228570879803,0.050809588,0.051620113923331525,0.795678012
Grouse Creek,06205,Bull Creek,07,0.13456429970243453,0.028324678,1.4916877240156955E-4,0.8369618531391915
Grouse Creek,06205,Grouse Creek,04,0.12251878901701485,0.026868211196067394,0.033209126,0.8174038738127749
Grouse Creek,06205,Trail Creek,05,0.12055607457664161,0.043361079,0.12828149919834167,0.7078013469068759
Grouse Creek,06205,Poison Gulch,06,0.10196999443703374,0.043953549575881504,0.014799442311932991,0.8392770136751518
Grouse Creek,06205,Airstrip,01,0.090926117,0.39607663460552306,0.011335108067011804,0.5016621406498737
Grouse Creek,06205,Upper Reservoir,02,0.1663366436315739,0.16534495647255587,0.066329776,0.6019886240035048
Grouse Creek,06205,North Basin,09,0.095009359,0.031028359,0.057880084881372126,0.8160821969545774
Grouse Creek,06205,Lower Reservoir,03,0.099048061,0.10674019262253862,0.006990322,0.7872214244022249
Ryegrass/North Hayden,06207,Dry Creek/Lake Creek,03,0.1871467601614365,0.020021351463725467,,0.7928318883748381
Ryegrass/North Hayden,06207,Ryegrass,01,0.2181644756114518,0.045761831,0.001220063,0.7348536306170196
Ryegrass/North Hayden,06207,Bear Creek,04,0.097414145,0.031633091,0.048860662,0.822092102
Ryegrass/North Hayden,06207,Ryegrass Upper,02,0.24766241888473245,0.4898967297918712,0.009719763,0.2527210887441191
Roostercomb,06208,Roostercomb,01,0.2329993466254391,0.10335339376262857,0.001472448,0.6621748113222563
Roostercomb,06208,Meadow Creek,02,0.13122378191466974,0.10221887285399439,0.040511579880286856,0.726045765
Little Sawmill/South Hayden,06209,Meadow Mountain,06,0.25349527857710386,0.026695361997710994,0.031956105,0.6878532540845651
Little Sawmill/South Hayden,06209,Indian Caves,02,0.2733092037606629,0.098026841,0.003178306,0.6254856497794541
Little Sawmill/South Hayden,06209,Zeph Creek,07,0.18401133584851379,0.047386511,0.018044275892625666,0.7505578771572009
Little Sawmill/South Hayden,06209,Mill Creek,05,0.095552475,0.19957270105816097,0.062914574,0.6419602493912773
Little Sawmill/South Hayden,06209,Bergreen Gulch,01,0.36572933998258234,0.012462324,0.001992114,0.6198162219325626
Little Sawmill/South Hayden,06209,Antone,04,0.1874123841623972,0.30417333535944097,7.868373773505852E-4,0.5076274431008112
Little Sawmill/South Hayden,06209,Beds,08,0.070274121,0.014072855606507222,4.3738357251351344E-4,0.9152156398479585
Little Sawmill/South Hayden,06209,Mill Creek Flat,03,0.1383340887344515,0.004829531,4.067974909491759E-4,0.8564295826268932
Mill Creek,06210,Mill Creek,01,0.22440833046780398,0.29445183667977326,,0.4811398328524228
Walters,06211,Ferry Creek,02,,,,
Walters,06211,Walters,01,0.07682468,0.030715785,0.005024381,0.8874351538641203
Big Springs,06213,Big Spring,01,0.056107831,0.017545518227894265,0.002936242,0.9234104087074766
Everson Creek,06215,Everson Creek,01,0.022230074837610903,0.037478932,0.010934342348903345,0.9293566512379523
Tendoy Grave,06217,Tendoy Grave,01,0.067221459,0.011479338,0.021641579,0.8996576251161332
Dump,06219,Dump,01,,,,
Milk Creek,06223,Milk Creek,01,0.5941076057406588,0.40450148574318767,,0.001390909
Timber Creek,06224,Upper,02,0.057835825,0.029909185,0.007763572,0.9044914177798414
Timber Creek,06224,Lower,01,0.092645441,0.028910035463284488,0.022135004771654043,0.8563095191129573
Leadore Hill,06225,Upper,02,0.027473147637240944,0.032178765813837044,0.091391546,0.8489565402982822
Leadore Hill,06225,Lower,01,0.5173889817488939,0.060690453847133646,0.001920642,0.41999992201492564
Sandy Creek,06226,Sandy Creek,01,0.083817066,0.056123388,0.054135926959316114,0.8059236196277972
Kenney Creek,06227,Kenney Creek,01,0.06786399,0.058127785,0.03440935,0.8395988754314869
Rattlesnake,06228,Cliff,02,0.033827275,0.04629004,0.032952532,0.8869301531544929
Rattlesnake,06228,Rattlesnake Draw,03,0.059228518,0.055780097,0.010684801227846841,0.8743065841527198
Rattlesnake,06228,Powerline,01,0.1611564054264784,0.6695133147031737,0.006373071,0.162957209
Pritchard Gulch,06233,Upper Pritchard,03,0.076462386,0.038823798,0.053398005,0.8313158103121152
Pritchard Gulch,06233,Lower Pritchard,01,0.029919705,0.044750455,0.032612483268999105,0.8927173564623185
Pritchard Gulch,06233,Middle Pritchard,02,0.046862682,0.016398565583069194,0.13638955661221583,0.8003491959387629
Big Dry Canyon,06234,Middle,02,0.1731054682862323,0.048763414304054606,0.030759482,0.7473716350287339
Big Dry Canyon,06234,Lower,01,0.046963953,0.062271306,0.14539961931604312,0.7453651214105202
Napo Canyon,06235,Napo Canyon,01,0.048878546,0.12659028614497025,0.15527735417340255,0.6692538138809503
Napo Canyon,06235,East Side,04,0.15819786072911748,0.076920725,0.024056659,0.7408247554269004
Napo Canyon,06235,Napo Flats,02,,0.9993765586034913,6.234413965087282E-4,
Napo Canyon,06235,Little Dry,03,0.070077969,0.071297967,0.16203346535952548,0.6965905985586661
Yearian Creek,06236,Lower Reese,02,0.02060836,0.021263812,0.006618795,0.951509034
Yearian Creek,06236,Dump,01,,,,
Yearian Creek,06236,Upper Yearian,05,0.032044485,0.042135606,0.2263089564514693,0.6995109525523859
Yearian Creek,06236,Reservoir,04,0.1124829618235757,0.093764769,0.017816310286863545,0.7759359589325124
Yearian Creek,06236,Ramsey MTN.,03,0.098493145,0.026650866304332388,0.001313832,0.8735421564568413
Yearian Creek,06236,Upper Reese,06,0.056130960470176246,0.045644762031246774,0.13371191373710062,0.7645123637614765
Yearian Creek,06236,South Fork,08,0.044207978246091975,0.013231633126536623,0.035283467,0.907276922
Yearian Creek,06236,Peterson Creek,07,0.076679908,0.054252526119961134,0.2411537727398463,0.6279137926910432
Yearian Creek,06236,Stone Quarry,09,0.029661506663427078,0.019442841580669102,0.005229971,0.9456656810614233
Lower Reese Creek,06237,Lower Reese Creek,01,,,,
