ALLOT_NAME,ALLOT_NO,PAST_NAME,PAST_NO,herb,upland,water,woody
Muleshoe,00360,Lower Cow Creek,08,0.10113414278651671,0.058232687771711346,0.042749262202525166,0.7978839072392468
Muleshoe,00360,Upper Pattee,14,0.10113873580035372,0.10525971933338102,0.02220494,0.7713966050885344
Muleshoe,00360,Rattlesnake,02,0.10840822196719328,0.071489641,0.011229636876354844,0.8088725
Muleshoe,00360,Tendoy Spring,01,0.083437232,0.090940962,0.031652931,0.7939688750931175
Muleshoe,00360,Great White Sharkey,05,0.19532590524541713,0.1614891706184407,0.040141355,0.603043569
Muleshoe,00360,Sharkey Flats,06,0.237728539,0.10399670812033532,0.040136394,0.6181383593017447
Muleshoe,00360,Buffalo Basin,17,,,,
Muleshoe,00360,Agency Riparian,16,0.053328031,0.02889661,0.060762303,0.8570130561132766
Muleshoe,00360,Lower Warm Springs,11,0.14970113514308814,0.016523849,0.11370659661270788,0.72006842
Muleshoe,00360,Lower Pattee,12,0.07852945,0.01028521,0.036344625209098896,0.8748407147311819
Muleshoe,00360,Copper Queen,04,0.19864092072928557,0.1856139560908652,0.08709895,0.528646173
Muleshoe,00360,Middle Warm Springs,15,0.11904490616952101,0.070425807,0.036652625,0.7738766616788801
Muleshoe,00360,Middle Pattee,13,0.0651671,0.065700559,0.1149630597797889,0.7541692808949585
Muleshoe,00360,Gould Basin,03,0.049198542,0.049610501,0.12061193884784108,0.7805790185062258
Muleshoe,00360,Railroad Tanker,10,0.1532471368930943,0.10653457443686717,0.11345806971621336,0.6267602189538252
Muleshoe,00360,Pattee Riparian,09,0.093822677,0.04756003,0.16578508810894044,0.692832205
Muleshoe,00360,Upper Cow Creek,07,0.2135472846078324,0.11001109933845599,0.006422442,0.6700191735983889
Muleshoe,00360,Lewis and Clark,18,,,,
Two Dot,00431,Deer Park,03,0.1009660406269656,0.079216557,0.043023190268092766,0.7767942116210464
Two Dot,00431,State Section,01,,,,
Two Dot,00431,Lee Creek,04,0.20102914769792435,0.16705771364245037,0.014933276220218516,0.6169798624394067
Two Dot,00431,Leadore Hill East,02,0.34827009203208836,0.1288710689502436,0.001740981,0.5211178576701609
Tower Creek,06101,Tower Creek,01,0.062507792,0.23640130070394094,0.037923832,0.663167076
Badger Springs,06102,Lower,02,0.015107852643085024,0.35841308598468596,0.065814325,0.5606647360673114
Badger Springs,06102,East,04,0.23992492639318813,0.20949201233586762,0.012436825,0.5381462364647238
Badger Springs,06102,Goldstar,03,0.025935942761090354,0.22732925012595712,0.063734727,0.6830000804333033
Badger Springs,06102,Upper,01,0.093135384,0.40130106691650147,0.043041725768014016,0.4625218233830585
Diamond Moose,06103,Bob Moore Creek,01,0.072709498,0.050033657,0.057764487565948125,0.8194923567463193
Diamond Moose,06103,Bird Creek,03,0.19953176975456133,0.17378446326663044,0.029474138,0.5972096290489579
Diamond Moose,06103,Deriar Creek,02,0.11176274462044646,0.10888579654127349,0.024660695818143327,0.7546907630201367
Diamond Creek,06104,Diamond Creek,01,0.1036137705164359,0.3081895110945851,0.023547224013788125,0.564649494
Freeman Creek,06105,Big Draw/Deer Spring,01,0.15339000210120152,0.15591450020056943,0.044672308,0.6460231896238848
Freeman Creek,06105,Basin,03,0.17095472823592345,0.293967292,0.081980011,0.4530979688745523
Freeman Creek,06105,Short Canyon,04,0.14271848272974585,0.3323099093345697,0.093215258,0.43175634983347383
Freeman Creek,06105,Middle Ridge,02,0.15816629978759097,0.5716074875828534,0.020736909960687486,0.24948930266886812
South Carmen Creek,06106,South Cottonwood,08,0.01843986,0.21389832793959018,0.078696063,0.6889657497303128
South Carmen Creek,06106,Pond Basin,06,0.12400334949709792,0.3444187253444221,0.032784954008093566,0.49879297115038645
South Carmen Creek,06106,Barrel Spring,05,0.20418043839543148,0.4283112195062268,0.039178921,0.3283294208677634
South Carmen Creek,06106,North Cottonwood,04,0.18237653277173477,0.46075195633620586,0.009559418,0.3473120928886137
South Carmen Creek,06106,Broad Gulch,02,0.18318761901755953,0.16008795463392575,0.013501983187619028,0.6432224431608957
South Carmen Creek,06106,North Shearing Pen,07,0.054179772,0.16607136701876724,0.042011382,0.737737479
