Year_period,NDVI
2000_seasonMax,323
2001_seasonMax,647
2002_seasonMax,556
2003_seasonMax,440
2004_seasonMax,460
2005_seasonMax,590
2006_seasonMax,424
2007_seasonMax,370
2008_seasonMax,744
2009_seasonMax,868
2010_seasonMax,1427
2011_seasonMax,1194
2012_seasonMax,352
2013_seasonMax,747
2014_seasonMax,1468
2015_seasonMax,821
2016_seasonMax,1095
2017_seasonMax,1736
2018_seasonMax,1535
2019_seasonMax,1230
2020_seasonMax,1573
