Year_period,NDVI
2000_seasonMax,1005
2001_seasonMax,1132
2002_seasonMax,1001
2003_seasonMax,1102
2004_seasonMax,1270
2005_seasonMax,1132
2006_seasonMax,1218
2007_seasonMax,1315
2008_seasonMax,1542
2009_seasonMax,1727
2010_seasonMax,1624
2011_seasonMax,1533
2012_seasonMax,1096
2013_seasonMax,1362
2014_seasonMax,1255
2015_seasonMax,1406
2016_seasonMax,1534
2017_seasonMax,1738
2018_seasonMax,1751
2019_seasonMax,1249
2020_seasonMax,1632
