Year_period,NDVI
2000_seasonMax,477
2001_seasonMax,550
2002_seasonMax,546
2003_seasonMax,525
2004_seasonMax,544
2005_seasonMax,552
2006_seasonMax,508
2007_seasonMax,584
2008_seasonMax,564
2009_seasonMax,546
2010_seasonMax,574
2011_seasonMax,534
2012_seasonMax,487
2013_seasonMax,578
2014_seasonMax,583
2015_seasonMax,599
2016_seasonMax,604
2017_seasonMax,620
2018_seasonMax,639
2019_seasonMax,603
2020_seasonMax,610
