Year_period,NDVI
2000_seasonMax,1279
2001_seasonMax,1473
2002_seasonMax,1458
2003_seasonMax,1343
2004_seasonMax,1767
2005_seasonMax,1485
2006_seasonMax,1434
2007_seasonMax,1366
2008_seasonMax,1644
2009_seasonMax,1837
2010_seasonMax,1845
2011_seasonMax,1894
2012_seasonMax,1243
2013_seasonMax,1806
2014_seasonMax,1918
2015_seasonMax,2000
2016_seasonMax,1864
2017_seasonMax,2121
2018_seasonMax,2090
2019_seasonMax,1792
2020_seasonMax,2124
