Year_period,NDVI
2000_seasonMax,33
2001_seasonMax,46
2002_seasonMax,57
2003_seasonMax,40
2004_seasonMax,89
2005_seasonMax,35
2006_seasonMax,37
2007_seasonMax,47
2008_seasonMax,65
2009_seasonMax,135
2010_seasonMax,90
2011_seasonMax,70
2012_seasonMax,50
2013_seasonMax,95
2014_seasonMax,69
2015_seasonMax,81
2016_seasonMax,52
2017_seasonMax,85
2018_seasonMax,111
2019_seasonMax,70
2020_seasonMax,97
