Year_period,NDVI
2000_seasonMax,4822
2001_seasonMax,4524
2002_seasonMax,6234
2003_seasonMax,2441
2004_seasonMax,6103
2005_seasonMax,5788
2006_seasonMax,4910
2007_seasonMax,5079
2008_seasonMax,6862
2009_seasonMax,7132
2010_seasonMax,6905
2011_seasonMax,5674
2012_seasonMax,4888
2013_seasonMax,6011
2014_seasonMax,5383
2015_seasonMax,6160
2016_seasonMax,6462
2017_seasonMax,7123
2018_seasonMax,7159
2019_seasonMax,4489
2020_seasonMax,6968
