Year_period,NDVI
2000_seasonMax,12830
2001_seasonMax,13576
2002_seasonMax,14112
2003_seasonMax,12896
2004_seasonMax,13816
2005_seasonMax,13162
2006_seasonMax,13196
2007_seasonMax,13184
2008_seasonMax,14343
2009_seasonMax,14869
2010_seasonMax,14779
2011_seasonMax,14102
2012_seasonMax,12828
2013_seasonMax,14052
2014_seasonMax,13816
2015_seasonMax,13915
2016_seasonMax,14567
2017_seasonMax,14401
2018_seasonMax,14855
2019_seasonMax,13117
2020_seasonMax,14913
