Year_period,NDVI
2000_seasonMax,522
2001_seasonMax,1904
2002_seasonMax,1701
2003_seasonMax,826
2004_seasonMax,5030
2005_seasonMax,2672
2006_seasonMax,1754
2007_seasonMax,1430
2008_seasonMax,5275
2009_seasonMax,5395
2010_seasonMax,7322
2011_seasonMax,8424
2012_seasonMax,825
2013_seasonMax,3601
2014_seasonMax,8325
2015_seasonMax,4524
2016_seasonMax,4365
2017_seasonMax,8655
2018_seasonMax,9911
2019_seasonMax,4663
2020_seasonMax,13576
