Year_period,NDVI
2000_seasonMax,41
2001_seasonMax,65
2002_seasonMax,55
2003_seasonMax,41
2004_seasonMax,85
2005_seasonMax,26
2006_seasonMax,18
2007_seasonMax,16
2008_seasonMax,269
2009_seasonMax,348
2010_seasonMax,1126
2011_seasonMax,902
2012_seasonMax,22
2013_seasonMax,186
2014_seasonMax,824
2015_seasonMax,81
2016_seasonMax,905
2017_seasonMax,1581
2018_seasonMax,1837
2019_seasonMax,602
2020_seasonMax,1140
