Year_period,NDVI
2000_seasonMax,1257
2001_seasonMax,1776
2002_seasonMax,2798
2003_seasonMax,1325
2004_seasonMax,3704
2005_seasonMax,1707
2006_seasonMax,2159
2007_seasonMax,1454
2008_seasonMax,3226
2009_seasonMax,3888
2010_seasonMax,4428
2011_seasonMax,4322
2012_seasonMax,1307
2013_seasonMax,2419
2014_seasonMax,4980
2015_seasonMax,3720
2016_seasonMax,3756
2017_seasonMax,5121
2018_seasonMax,6222
2019_seasonMax,4728
2020_seasonMax,6806
