Year_period,NDVI
2000_seasonMax,4
2001_seasonMax,10
2002_seasonMax,6
2003_seasonMax,6
2004_seasonMax,10
2005_seasonMax,17
2006_seasonMax,10
2007_seasonMax,48
2008_seasonMax,30
2009_seasonMax,496
2010_seasonMax,19
2011_seasonMax,23
2012_seasonMax,7
2013_seasonMax,44
2014_seasonMax,50
2015_seasonMax,183
2016_seasonMax,44
2017_seasonMax,942
2018_seasonMax,1374
2019_seasonMax,40
2020_seasonMax,140
